Source,County ID,County,SCC,General Emissions Description,Specific Emissions Description,PolName,Tons/day
Area,49005,Cache,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,NH3,0
Area,49005,Cache,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,SO2,0
Area,49005,Cache,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,PM10,0
Area,49005,Cache,2501060050,Petroleum and Petroleum Product Storage,Stage 1: Total,PM2_5,0
Area,49005,Cache,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,CO,0
Area,49005,Cache,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,NOX,0
Area,49005,Cache,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,VOC,0.05427
Area,49005,Cache,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,NH3,0
Area,49005,Cache,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,SO2,0
Area,49005,Cache,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,PM10,0
Area,49005,Cache,2501060201,Petroleum and Petroleum Product Storage,Underground Tank: Breathing and Emptying,PM2_5,0
Area,49005,Cache,2501080050,Petroleum and Petroleum Product Storage,Stage 1: Total,CO,0
Area,49005,Cache,2501080050,Petroleum and Petroleum Product Storage,Stage 1: Total,NOX,0
Area,49005,Cache,2501080050,Petroleum and Petroleum Product Storage,Stage 1: Total,VOC,0.022839
Area,49005,Cache,2501080050,Petroleum and Petroleum Product Storage,Stage 1: Total,NH3,0
Area,49005,Cache,2501080050,Petroleum and Petroleum Product Storage,Stage 1: Total,SO2,0
Area,49005,Cache,2501080050,Petroleum and Petroleum Product Storage,Stage 1: Total,PM10,0
Area,49005,Cache,2501080050,Petroleum and Petroleum Product Storage,Stage 1: Total,PM2_5,0
Area,49005,Cache,2501080100,Petroleum and Petroleum Product Storage,Stage 2: Total,CO,0
Area,49005,Cache,2501080100,Petroleum and Petroleum Product Storage,Stage 2: Total,NOX,0
Area,49005,Cache,2501080100,Petroleum and Petroleum Product Storage,Stage 2: Total,VOC,0.006949
Area,49005,Cache,2501080100,Petroleum and Petroleum Product Storage,Stage 2: Total,NH3,0
Area,49005,Cache,2501080100,Petroleum and Petroleum Product Storage,Stage 2: Total,SO2,0
Area,49005,Cache,2501080100,Petroleum and Petroleum Product Storage,Stage 2: Total,PM10,0
Area,49005,Cache,2501080100,Petroleum and Petroleum Product Storage,Stage 2: Total,PM2_5,0
Area,49005,Cache,2620030000,Landfills,Total,CO,0
Area,49005,Cache,2620030000,Landfills,Total,NOX,0
Area,49005,Cache,2620030000,Landfills,Total,VOC,0.018294
Area,49005,Cache,2620030000,Landfills,Total,NH3,0.000128
Area,49005,Cache,2620030000,Landfills,Total,SO2,0
Area,49005,Cache,2620030000,Landfills,Total,PM10,0.036249
Area,49005,Cache,2620030000,Landfills,Total,PM2_5,0.008893
Area,49005,Cache,2630000000,Wastewater Treatment,Total Processed,CO,0
Area,49005,Cache,2630000000,Wastewater Treatment,Total Processed,NOX,0
Area,49005,Cache,2630000000,Wastewater Treatment,Total Processed,VOC,0.003694
Area,49005,Cache,2630000000,Wastewater Treatment,Total Processed,NH3,0.071205
Area,49005,Cache,2630000000,Wastewater Treatment,Total Processed,SO2,0
Area,49005,Cache,2630000000,Wastewater Treatment,Total Processed,PM10,0
Area,49005,Cache,2630000000,Wastewater Treatment,Total Processed,PM2_5,0
Area,49005,Cache,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,CO,0
Area,49005,Cache,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,NOX,0
Area,49005,Cache,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,VOC,0.028824
Area,49005,Cache,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,NH3,0
Area,49005,Cache,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,SO2,0
Area,49005,Cache,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,PM10,0
Area,49005,Cache,2660000000,Leaking Underground Storage Tanks,Total: All Storage Types,PM2_5,0
Area,49005,Cache,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),CO,0
Area,49005,Cache,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),NOX,0
Area,49005,Cache,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),VOC,0.76268
Area,49005,Cache,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),NH3,3.009
Area,49005,Cache,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),SO2,0
Area,49005,Cache,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),PM10,0.058833
Area,49005,Cache,2805020000,Agriculture Production - Livestock,Total (see also 28-05-001 -002 -003),PM2_5,0.008825
Area,49005,Cache,2805025000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-039 -047 -053),CO,0
Area,49005,Cache,2805025000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-039 -047 -053),NOX,0
Area,49005,Cache,2805025000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-039 -047 -053),VOC,0.041913
Area,49005,Cache,2805025000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-039 -047 -053),NH3,0.092481
Area,49005,Cache,2805025000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-039 -047 -053),SO2,0
Area,49005,Cache,2805025000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-039 -047 -053),PM10,0
Area,49005,Cache,2805025000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-039 -047 -053),PM2_5,0
Area,49005,Cache,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),CO,0
Area,49005,Cache,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),NOX,0
Area,49005,Cache,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),VOC,0.17986
Area,49005,Cache,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),NH3,0.56135
Area,49005,Cache,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),SO2,0
Area,49005,Cache,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),PM10,0
Area,49005,Cache,2805030000,Agriculture Production - Livestock,Not Elsewhere Classified (see also 28-05-007 -008 -009),PM2_5,0
Area,49005,Cache,2805040000,Agriculture Production - Livestock,Total,CO,0
Area,49005,Cache,2805040000,Agriculture Production - Livestock,Total,NOX,0
Area,49005,Cache,2805040000,Agriculture Production - Livestock,Total,VOC,0.002114
Area,49005,Cache,2805040000,Agriculture Production - Livestock,Total,NH3,0.016361
Area,49005,Cache,2805040000,Agriculture Production - Livestock,Total,SO2,0
Area,49005,Cache,2805040000,Agriculture Production - Livestock,Total,PM10,0
Area,49005,Cache,2805040000,Agriculture Production - Livestock,Total,PM2_5,0
Area,49005,Cache,2806010000,Domestic Animals Waste Emissions,Total,CO,0
Area,49005,Cache,2806010000,Domestic Animals Waste Emissions,Total,NOX,0
Area,49005,Cache,2806010000,Domestic Animals Waste Emissions,Total,VOC,0
Area,49005,Cache,2806010000,Domestic Animals Waste Emissions,Total,NH3,0.004893
Area,49005,Cache,2806010000,Domestic Animals Waste Emissions,Total,SO2,0
Area,49005,Cache,2806010000,Domestic Animals Waste Emissions,Total,PM10,0
Area,49005,Cache,2806010000,Domestic Animals Waste Emissions,Total,PM2_5,0
Area,49005,Cache,2806015000,Domestic Animals Waste Emissions,Total,CO,0
Area,49005,Cache,2806015000,Domestic Animals Waste Emissions,Total,NOX,0
Area,49005,Cache,2806015000,Domestic Animals Waste Emissions,Total,VOC,0
Area,49005,Cache,2806015000,Domestic Animals Waste Emissions,Total,NH3,0.044844
Area,49005,Cache,2806015000,Domestic Animals Waste Emissions,Total,SO2,0
Area,49005,Cache,2806015000,Domestic Animals Waste Emissions,Total,PM10,0
Area,49005,Cache,2806015000,Domestic Animals Waste Emissions,Total,PM2_5,0
Area,49005,Cache,2807025000,Wild Animals Waste Emissions,Total,CO,0
Area,49005,Cache,2807025000,Wild Animals Waste Emissions,Total,NOX,0
Area,49005,Cache,2807025000,Wild Animals Waste Emissions,Total,VOC,0
Area,49005,Cache,2807025000,Wild Animals Waste Emissions,Total,NH3,0.047987
Area,49005,Cache,2807025000,Wild Animals Waste Emissions,Total,SO2,0
Area,49005,Cache,2807025000,Wild Animals Waste Emissions,Total,PM10,0
Area,49005,Cache,2807025000,Wild Animals Waste Emissions,Total,PM2_5,0
Area,49005,Cache,2807030000,Wild Animals Waste Emissions,Total,CO,0
Area,49005,Cache,2807030000,Wild Animals Waste Emissions,Total,NOX,0
Area,49005,Cache,2807030000,Wild Animals Waste Emissions,Total,VOC,0
Area,49005,Cache,2807030000,Wild Animals Waste Emissions,Total,NH3,0.067768
Area,49005,Cache,2807030000,Wild Animals Waste Emissions,Total,SO2,0
Area,49005,Cache,2807030000,Wild Animals Waste Emissions,Total,PM10,0
Area,49005,Cache,2807030000,Wild Animals Waste Emissions,Total,PM2_5,0
Area,49005,Cache,2810010000,Other Combustion,Total,CO,0
Area,49005,Cache,2810010000,Other Combustion,Total,NOX,0
Area,49005,Cache,2810010000,Other Combustion,Total,VOC,0
Area,49005,Cache,2810010000,Other Combustion,Total,NH3,0.097484
Area,49005,Cache,2810010000,Other Combustion,Total,SO2,0
Area,49005,Cache,2810010000,Other Combustion,Total,PM10,0
Area,49005,Cache,2810010000,Other Combustion,Total,PM2_5,0
Area,49005,Cache,2810030000,Other Combustion,Unspecified,CO,0.026877
Area,49005,Cache,2810030000,Other Combustion,Unspecified,NOX,0.000627
Area,49005,Cache,2810030000,Other Combustion,Unspecified,VOC,0.004928
Area,49005,Cache,2810030000,Other Combustion,Unspecified,NH3,0
Area,49005,Cache,2810030000,Other Combustion,Unspecified,SO2,0
Area,49005,Cache,2810030000,Other Combustion,Unspecified,PM10,0.004839
Area,49005,Cache,2810030000,Other Combustion,Unspecified,PM2_5,0
Area,49005,Cache,2810040000,Other Combustion,Total,CO,0.021041
Area,49005,Cache,2810040000,Other Combustion,Total,NOX,0.000132
Area,49005,Cache,2810040000,Other Combustion,Total,VOC,0.00235
Area,49005,Cache,2810040000,Other Combustion,Total,NH3,0
Area,49005,Cache,2810040000,Other Combustion,Total,SO2,0.000048
Area,49005,Cache,2810040000,Other Combustion,Total,PM10,0.000038
Area,49005,Cache,2810040000,Other Combustion,Total,PM2_5,0.000026
Area,49005,Cache,2810050000,Other Combustion,Unspecified,CO,0.00663
Area,49005,Cache,2810050000,Other Combustion,Unspecified,NOX,0.000212
Area,49005,Cache,2810050000,Other Combustion,Unspecified,VOC,0.001694
Area,49005,Cache,2810050000,Other Combustion,Unspecified,NH3,0
Area,49005,Cache,2810050000,Other Combustion,Unspecified,SO2,0
Area,49005,Cache,2810050000,Other Combustion,Unspecified,PM10,0.005293
Area,49005,Cache,2810050000,Other Combustion,Unspecified,PM2_5,0
Area,49007,Carbon,2103002000,Commercial/Institutional,Total: All Boiler Types,CO,0.018086
Area,49007,Carbon,2103002000,Commercial/Institutional,Total: All Boiler Types,NOX,0.039803
Area,49007,Carbon,2103002000,Commercial/Institutional,Total: All Boiler Types,VOC,0.000181
Area,49007,Carbon,2103002000,Commercial/Institutional,Total: All Boiler Types,NH3,0.000109
Area,49007,Carbon,2103002000,Commercial/Institutional,Total: All Boiler Types,SO2,0.11
Area,49007,Carbon,2103002000,Commercial/Institutional,Total: All Boiler Types,PM10,0.047185
Area,49007,Carbon,2103002000,Commercial/Institutional,Total: All Boiler Types,PM2_5,0.008829
Area,49007,Carbon,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,CO,0.00004
Area,49007,Carbon,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,NOX,0.000224
Area,49007,Carbon,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,VOC,0.000004
Area,49007,Carbon,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,NH3,0.000009
Area,49007,Carbon,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,SO2,0.000483
Area,49007,Carbon,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,PM10,0.000027
Area,49007,Carbon,2103004000,Commercial/Institutional,Total: Boilers and IC Engines,PM2_5,0.000024
Area,49007,Carbon,2103005000,Commercial/Institutional,Total: All Boiler Types,CO,0
Area,49007,Carbon,2103005000,Commercial/Institutional,Total: All Boiler Types,NOX,0.000183
Area,49007,Carbon,2103005000,Commercial/Institutional,Total: All Boiler Types,VOC,0.000004
Area,49007,Carbon,2103005000,Commercial/Institutional,Total: All Boiler Types,NH3,0.000003
Area,49007,Carbon,2103005000,Commercial/Institutional,Total: All Boiler Types,SO2,0.000159
Area,49007,Carbon,2103005000,Commercial/Institutional,Total: All Boiler Types,PM10,0.000017
Area,49007,Carbon,2103005000,Commercial/Institutional,Total: All Boiler Types,PM2_5,0.00001
Area,49007,Carbon,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,CO,0.036092
Area,49007,Carbon,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,NOX,0.042988
Area,49007,Carbon,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,VOC,0.002364
Area,49007,Carbon,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,NH3,0.000211
Area,49007,Carbon,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,SO2,0.000258
Area,49007,Carbon,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,PM10,0.003267
Area,49007,Carbon,2103006000,Commercial/Institutional,Total: Boilers and IC Engines,PM2_5,0.003267
Area,49007,Carbon,2103007000,Commercial/Institutional,Total: All Combustor Types,CO,0.006715
Area,49007,Carbon,2103007000,Commercial/Institutional,Total: All Combustor Types,NOX,0.007972
Area,49007,Carbon,2103007000,Commercial/Institutional,Total: All Combustor Types,VOC,0.000438
Area,49007,Carbon,2103007000,Commercial/Institutional,Total: All Combustor Types,NH3,0.000011
Area,49007,Carbon,2103007000,Commercial/Institutional,Total: All Combustor Types,SO2,0.000048
Area,49007,Carbon,2103007000,Commercial/Institutional,Total: All Combustor Types,PM10,0.000606
Area,49007,Carbon,2103007000,Commercial/Institutional,Total: All Combustor Types,PM2_5,0.000606
Area,49007,Carbon,2103011000,Commercial/Institutional,Total: All Combustor Types,CO,0
Area,49007,Carbon,2103011000,Commercial/Institutional,Total: All Combustor Types,NOX,0.000002
Area,49007,Carbon,2103011000,Commercial/Institutional,Total: All Combustor Types,VOC,0
Area,49007,Carbon,2103011000,Commercial/Institutional,Total: All Combustor Types,NH3,0
Area,49007,Carbon,2103011000,Commercial/Institutional,Total: All Combustor Types,SO2,0.000022
Area,49007,Carbon,2103011000,Commercial/Institutional,Total: All Combustor Types,PM10,0
Area,49007,Carbon,2103011000,Commercial/Institutional,Total: All Combustor Types,PM2_5,0
Area,49007,Carbon,2104002000,Residential,Total: All Combustor Types,CO,0.069712
Area,49007,Carbon,2104002000,Residential,Total: All Combustor Types,NOX,0.002306
Area,49007,Carbon,2104002000,Residential,Total: All Combustor Types,VOC,0.002534
Area,49007,Carbon,2104002000,Residential,Total: All Combustor Types,NH3,0.000507
Area,49007,Carbon,2104002000,Residential,Total: All Combustor Types,SO2,0.006285
Area,49007,Carbon,2104002000,Residential,Total: All Combustor Types,PM10,0.001582
Area,49007,Carbon,2104002000,Residential,Total: All Combustor Types,PM2_5,0.000973
Area,49007,Carbon,2104004000,Residential,Total: All Combustor Types,CO,0.000053
Area,49007,Carbon,2104004000,Residential,Total: All Combustor Types,NOX,0.000199
Area,49007,Carbon,2104004000,Residential,Total: All Combustor Types,VOC,0.000008
Area,49007,Carbon,2104004000,Residential,Total: All Combustor Types,NH3,0.000011
Area,49007,Carbon,2104004000,Residential,Total: All Combustor Types,SO2,0.000472
Area,49007,Carbon,2104004000,Residential,Total: All Combustor Types,PM10,0.000026
Area,49007,Carbon,2104004000,Residential,Total: All Combustor Types,PM2_5,0.000024
Area,49007,Carbon,2104005000,Residential,Total: All Combustor Types,CO,0
Area,49007,Carbon,2104005000,Residential,Total: All Combustor Types,NOX,0.000061
Area,49007,Carbon,2104005000,Residential,Total: All Combustor Types,VOC,0.000002
Area,49007,Carbon,2104005000,Residential,Total: All Combustor Types,NH3,0.000003
Area,49007,Carbon,2104005000,Residential,Total: All Combustor Types,SO2,0.000146
Area,49007,Carbon,2104005000,Residential,Total: All Combustor Types,PM10,0.000005
Area,49007,Carbon,2104005000,Residential,Total: All Combustor Types,PM2_5,0.000004
Area,49007,Carbon,2104006000,Residential,Total: All Combustor Types,CO,0.048391
Area,49007,Carbon,2104006000,Residential,Total: All Combustor Types,NOX,0.11376
Area,49007,Carbon,2104006000,Residential,Total: All Combustor Types,VOC,0.006656
Area,49007,Carbon,2104006000,Residential,Total: All Combustor Types,NH3,0.024205
Area,49007,Carbon,2104006000,Residential,Total: All Combustor Types,SO2,0.000726
Area,49007,Carbon,2104006000,Residential,Total: All Combustor Types,PM10,0.000629
Area,49007,Carbon,2104006000,Residential,Total: All Combustor Types,PM2_5,0.000521
Area,49007,Carbon,2104007000,Residential,Total: All Combustor Types,CO,0.002547
Area,49007,Carbon,2104007000,Residential,Total: All Combustor Types,NOX,0.008944
Area,49007,Carbon,2104007000,Residential,Total: All Combustor Types,VOC,0.000348
Area,49007,Carbon,2104007000,Residential,Total: All Combustor Types,NH3,0
Area,49007,Carbon,2104007000,Residential,Total: All Combustor Types,SO2,0.000038
Area,49007,Carbon,2104007000,Residential,Total: All Combustor Types,PM10,0.000033
Area,49007,Carbon,2104007000,Residential,Total: All Combustor Types,PM2_5,0.000027
Area,49007,Carbon,2104008010,Residential,Woodstoves: General,CO,1.182
Area,49007,Carbon,2104008010,Residential,Woodstoves: General,NOX,0.020422
Area,49007,Carbon,2104008010,Residential,Woodstoves: General,VOC,0.21522
Area,49007,Carbon,2104008010,Residential,Woodstoves: General,NH3,0.009695
Area,49007,Carbon,2104008010,Residential,Woodstoves: General,SO2,0.003369
Area,49007,Carbon,2104008010,Residential,Woodstoves: General,PM10,0.16984
Area,49007,Carbon,2104008010,Residential,Woodstoves: General,PM2_5,0.16984
Area,49007,Carbon,2104008030,Residential,Catalytic Woodstoves: General,CO,0.033005
Area,49007,Carbon,2104008030,Residential,Catalytic Woodstoves: General,NOX,0.000632
Area,49007,Carbon,2104008030,Residential,Catalytic Woodstoves: General,VOC,0.004739
Area,49007,Carbon,2104008030,Residential,Catalytic Woodstoves: General,NH3,0.000285
Area,49007,Carbon,2104008030,Residential,Catalytic Woodstoves: General,SO2,0.000126
Area,49007,Carbon,2104008030,Residential,Catalytic Woodstoves: General,PM10,0.006445
Area,49007,Carbon,2104008030,Residential,Catalytic Woodstoves: General,PM2_5,0.006445
